Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
11/13/2015,Loyola (IL),Home,70,Texas-San Antonio,64,Away,,Win,6,-0.91,-11.72,Division 1
11/13/2015,Loyola Marymount,Home,79,Cal State Fullerton,74,Away,,Win,5,-3.58,-4.10,Division 1
11/13/2015,Loyola (MD),Home,71,Tennessee State,86,Away,,Loss,-15,-5.67,4.80,Division 1
11/13/2015,Texas-San Antonio,Away,64,Loyola (IL),70,Home,,Loss,-6,-11.72,-0.91,Division 1
11/13/2015,Cal State Fullerton,Away,74,Loyola Marymount,79,Home,,Loss,-5,-4.10,-3.58,Division 1
11/13/2015,Colorado,Neutral,62,Iowa State,68,,Neutral Site,Loss,-6,5.33,6.94,Division 1
11/13/2015,Georgia State,Home,73,Middle Georgia State,54,Away,,Win,19,0.70,0.00,Non Division 1
11/13/2015,Middle Georgia State,Away,54,Georgia State,73,Home,,Loss,-19,0.00,0.70,Non Division 1
11/13/2015,Georgia Southern,Home,116,Webber,49,Away,,Win,67,1.48,0.00,Non Division 1
11/13/2015,Webber,Away,49,Georgia Southern,116,Home,,Loss,-67,0.00,1.48,Non Division 1
11/13/2015,Cornell,Away,81,Georgia Tech,116,Home,,Loss,-35,-7.18,2.12,Division 1
11/13/2015,Portland State,Away,72,Grand Canyon,82,Home,,Loss,-10,-0.03,8.16,Division 1
11/13/2015,Harvard,Home,59,Massachusetts Institute of Technology,39,Away,,Win,20,0.53,0.00,Non Division 1
11/13/2015,Georgia Tech,Home,116,Cornell,81,Away,,Win,35,2.12,-7.18,Division 1
11/13/2015,Grand Canyon,Home,82,Portland State,72,Away,,Win,10,8.16,-0.03,Division 1
11/13/2015,Georgia,Home,90,Chattanooga,92,Away,,Loss,-2,0.94,9.21,Division 1
11/13/2015,Furman,Home,63,Presbyterian,53,Away,,Win,10,4.88,-5.35,Division 1
11/13/2015,Presbyterian,Away,53,Furman,63,Home,,Loss,-10,-5.35,4.88,Division 1
11/13/2015,Fresno State,Home,69,Pepperdine,66,Away,,Win,3,5.06,2.23,Division 1
11/13/2015,Pepperdine,Away,66,Fresno State,69,Home,,Loss,-3,2.23,5.06,Division 1
11/13/2015,Colgate,Away,66,George Mason,53,Home,,Win,13,-1.73,-5.41,Division 1
11/13/2015,Lafayette,Away,76,George Washington,85,Home,,Loss,-9,-9.00,6.52,Division 1
11/13/2015,Chattanooga,Away,92,Georgia,90,Home,,Win,2,9.21,0.94,Division 1
11/13/2015,George Mason,Home,53,Colgate,66,Away,,Loss,-13,-5.41,-1.73,Division 1
11/13/2015,George Washington,Home,85,Lafayette,76,Away,,Win,9,6.52,-9.00,Division 1
11/13/2015,Texas Lutheran,Away,65,Incarnate Word,86,Home,,Loss,-21,0.00,0.17,Non Division 1
11/13/2015,Eastern Illinois,Away,49,Indiana,88,Home,,Loss,-39,-2.27,12.88,Division 1
11/13/2015,San Francisco,Away,78,Illinois-Chicago,75,Home,,Win,3,-1.10,-10.90,Division 1
11/13/2015,Incarnate Word,Home,86,Texas Lutheran,65,Away,,Win,21,0.17,0.00,Non Division 1
11/13/2015,Indiana,Home,88,Eastern Illinois,49,Away,,Win,39,12.88,-2.27,Division 1
11/13/2015,Gardner-Webb,Away,59,Iowa,76,Home,,Loss,-17,0.76,9.39,Division 1
11/13/2015,Iowa,Home,76,Gardner-Webb,59,Away,,Win,17,9.39,0.76,Division 1
11/13/2015,Indiana State,Home,70,IUPUI,72,Away,,Loss,-2,-1.63,-5.66,Division 1
11/13/2015,IUPUI,Away,72,Indiana State,70,Home,,Win,2,-5.66,-1.63,Division 1
11/13/2015,Illinois-Chicago,Home,75,San Francisco,78,Away,,Loss,-3,-10.90,-1.10,Division 1
11/13/2015,Montana State,Away,76,Hawaii,87,Home,,Loss,-11,-1.35,11.09,Division 1
11/13/2015,Canisius,Away,85,Hofstra,96,Home,,Loss,-11,-1.85,5.27,Division 1
11/13/2015,Massachusetts Institute of Technology,Away,39,Harvard,59,Home,,Loss,-20,0.00,0.53,Non Division 1
11/13/2015,Hawaii,Home,87,Montana State,76,Away,,Win,11,11.09,-1.35,Division 1
11/13/2015,Hofstra,Home,96,Canisius,85,Away,,Win,11,5.27,-1.85,Division 1
11/13/2015,Illinois,Home,81,North Florida,93,Away,,Loss,-12,-2.65,5.76,Division 1
11/13/2015,North Florida,Away,93,Illinois,81,Home,,Win,12,5.76,-2.65,Division 1
11/13/2015,Great Falls,Away,72,Idaho State,78,Home,,Loss,-6,0.00,-1.94,Non Division 1
11/13/2015,Idaho State,Home,78,Great Falls,72,Away,,Win,6,-1.94,0.00,Non Division 1
11/14/2015,Virginia Military Institute,Away,50,Penn State,62,Home,,Loss,-12,-6.10,-3.78,Division 1
11/14/2015,Harvard,Away,64,Providence,76,Home,,Loss,-12,0.53,3.91,Division 1
11/14/2015,Providence,Home,76,Harvard,64,Away,,Win,12,3.91,0.53,Division 1
11/14/2015,Northwest Christian,Away,52,Oregon State,74,Home,,Loss,-22,0.00,2.10,Non Division 1
11/14/2015,Oregon State,Home,74,Northwest Christian,52,Away,,Win,22,2.10,0.00,Non Division 1
11/14/2015,Penn State,Home,62,Virginia Military Institute,50,Away,,Win,12,-3.78,-6.10,Division 1
11/14/2015,Santa Clara,Home,33,Denver,55,Away,,Loss,-22,-6.10,-0.10,Division 1
11/14/2015,Norfolk State,Away,69,South Carolina,84,Home,,Loss,-15,0.97,7.00,Division 1
11/14/2015,South Carolina,Home,84,Norfolk State,69,Away,,Win,15,7.00,0.97,Division 1
11/14/2015,Idaho,Away,74,San Jose State,54,Home,,Win,20,3.82,-3.35,Division 1
11/14/2015,San Jose State,Home,54,Idaho,74,Away,,Loss,-20,-3.35,3.82,Division 1
11/14/2015,Denver,Away,55,Santa Clara,33,Home,,Win,22,-0.10,-6.10,Division 1
11/14/2015,Nebraska,Home,97,Mississippi Valley State,51,Away,,Win,46,3.26,-11.74,Division 1
11/14/2015,Greensboro,Away,69,North Carolina-Greensboro,86,Home,,Loss,-17,0.00,-0.75,Non Division 1
11/14/2015,North Carolina-Greensboro,Home,86,Greensboro,69,Away,,Win,17,-0.75,0.00,Non Division 1
11/14/2015,Hawaii-Hilo,Neutral,85,Montana State,90,,Neutral Site,Loss,-5,0.00,-1.35,Non Division 1
11/14/2015,Montana State,Neutral,90,Hawaii-Hilo,85,,Neutral Site,Win,5,-1.35,0.00,Non Division 1
11/14/2015,Mississippi Valley State,Away,51,Nebraska,97,Home,,Loss,-46,-11.74,3.26,Division 1
11/14/2015,Northern Iowa,Home,78,Colorado State,84,Away,,Loss,-6,5.09,2.18,Division 1
11/14/2015,Florida Gulf Coast,Away,75,Ohio,85,Home,,Loss,-10,6.52,3.85,Division 1
11/14/2015,Ohio,Home,85,Florida Gulf Coast,75,Away,,Win,10,3.85,6.52,Division 1
11/14/2015,Northern Illinois,Home,72,South Dakota,65,Away,,Win,7,5.15,-2.94,Division 1
11/14/2015,South Dakota,Away,65,Northern Illinois,72,Home,,Loss,-7,-2.94,5.15,Division 1
11/14/2015,Colorado State,Away,84,Northern Iowa,78,Home,,Win,6,2.18,5.09,Division 1
11/14/2015,Utah Valley,Home,89,Great Falls,60,Away,,Win,29,-2.67,0.00,Non Division 1
11/14/2015,Alabama State,Away,85,Virginia Tech,82,Home,,Win,3,-2.94,2.42,Division 1
11/14/2015,Virginia Tech,Home,82,Alabama State,85,Away,,Loss,-3,2.42,-2.94,Division 1
11/14/2015,Central Arkansas,Away,81,Tulsa,98,Home,,Loss,-17,-8.36,4.32,Division 1
11/14/2015,Tulsa,Home,98,Central Arkansas,81,Away,,Win,17,4.32,-8.36,Division 1
11/14/2015,Great Falls,Away,60,Utah Valley,89,Home,,Loss,-29,0.00,-2.67,Non Division 1
11/14/2015,Winthrop,Home,102,Hampton,95,Away,,Win,7,6.31,0.94,Division 1
11/14/2015,Cal State Northridge,Neutral,72,Wright State,67,,Neutral Site,Win,5,-3.93,2.74,Division 1
11/14/2015,Wright State,Neutral,67,Cal State Northridge,72,,Neutral Site,Loss,-5,2.74,-3.93,Division 1
11/14/2015,Campbellsville,Away,77,Western Kentucky,97,Home,,Loss,-20,0.00,1.00,Non Division 1
11/14/2015,Western Kentucky,Home,97,Campbellsville,77,Away,,Win,20,1.00,0.00,Non Division 1
11/14/2015,Hampton,Away,95,Winthrop,102,Home,,Loss,-7,0.94,6.31,Division 1
11/14/2015,Stony Brook,Home,103,Merchant Marine Academy,32,Away,,Win,71,13.38,0.00,Non Division 1
11/14/2015,Piedmont,Away,72,Tennessee Tech,110,Home,,Loss,-38,0.00,3.07,Non Division 1
11/14/2015,Tennessee Tech,Home,110,Piedmont,72,Away,,Win,38,3.07,0.00,Non Division 1
11/14/2015,Sam Houston State,Away,50,Southern Methodist,85,Home,,Loss,-35,3.88,13.87,Division 1
11/14/2015,Southern Methodist,Home,85,Sam Houston State,50,Away,,Win,35,13.87,3.88,Division 1
11/14/2015,Merchant Marine Academy,Away,32,Stony Brook,103,Home,,Loss,-71,0.00,13.38,Non Division 1
11/14/2015,Texas-El Paso,Home,96,Loyola (LA),49,Away,,Win,47,2.52,0.00,Non Division 1
11/14/2015,Toledo,Home,96,West Virginia Tech,65,Away,,Win,31,5.88,0.00,Non Division 1
11/14/2015,West Virginia Tech,Away,65,Toledo,96,Home,,Loss,-31,0.00,5.88,Non Division 1
11/14/2015,Fordham,Away,72,Texas-Arlington,77,Home,,Loss,-5,2.70,10.06,Division 1
11/14/2015,Texas-Arlington,Home,77,Fordham,72,Away,,Win,5,10.06,2.70,Division 1
11/14/2015,Loyola (LA),Away,49,Texas-El Paso,96,Home,,Loss,-47,0.00,2.52,Non Division 1
11/14/2015,William Jessup,Away,68,UC-Riverside,100,Home,,Loss,-32,0.00,-0.03,Non Division 1
11/14/2015,Creighton,Home,93,Texas Southern,70,Away,,Win,23,6.30,2.66,Division 1
11/14/2015,Texas Southern,Away,70,Creighton,93,Home,,Loss,-23,2.66,6.30,Division 1
11/14/2015,Cal State Bakersfield,Home,93,San Diego Christian,69,Away,,Win,24,9.84,0.00,Non Division 1
11/14/2015,San Diego Christian,Away,69,Cal State Bakersfield,93,Home,,Loss,-24,0.00,9.84,Non Division 1
11/14/2015,UC-Riverside,Home,100,William Jessup,68,Away,,Win,32,-0.03,0.00,Non Division 1
11/14/2015,Western Michigan,Away,63,DePaul,69,Home,,Loss,-6,-0.33,-7.52,Division 1
11/14/2015,Bryant,Away,75,Duke,113,Home,,Loss,-38,-11.06,9.39,Division 1
11/14/2015,Duke,Home,113,Bryant,75,Away,,Win,38,9.39,-11.06,Division 1
11/14/2015,Central Florida,Away,85,Davidson,90,Home,,Loss,-5,-3.10,1.31,Division 1
11/14/2015,Davidson,Home,90,Central Florida,85,Away,,Win,5,1.31,-3.10,Division 1
11/14/2015,DePaul,Home,69,Western Michigan,63,Away,,Win,6,-7.52,-0.33,Division 1
11/14/2015,Jacksonville,Away,68,Appalachian State,76,Home,,Loss,-8,0.41,-6.81,Division 1
11/14/2015,Arkansas-Little Rock,Home,76,Central Baptist,57,Away,,Win,19,11.30,0.00,Non Division 1
11/14/2015,Central Baptist,Away,57,Arkansas-Little Rock,76,Home,,Loss,-19,0.00,11.30,Non Division 1
11/14/2015,Akron,Neutral,65,Cleveland State,53,,Neutral Site,Win,12,9.14,-6.94,Division 1
11/14/2015,Cleveland State,Neutral,53,Akron,65,,Neutral Site,Loss,-12,-6.94,9.14,Division 1
11/14/2015,Appalachian State,Home,76,Jacksonville,68,Away,,Win,8,-6.81,0.41,Division 1
11/14/2015,New Orleans,Away,61,Bowling Green State,79,Home,,Loss,-18,-2.53,-1.60,Division 1
11/14/2015,Butler,Home,144,Citadel,71,Away,,Win,73,9.42,-6.53,Division 1
11/14/2015,Citadel,Away,71,Butler,144,Home,,Loss,-73,-6.53,9.42,Division 1
11/14/2015,Boston College,Home,75,St. Francis (NY),49,Away,,Win,26,-9.30,-1.13,Division 1
11/14/2015,St. Francis (NY),Away,49,Boston College,75,Home,,Loss,-26,-1.13,-9.30,Division 1
11/14/2015,Bowling Green State,Home,79,New Orleans,61,Away,,Win,18,-1.60,-2.53,Division 1
11/14/2015,Long Beach State,Home,91,Brigham Young-Hawaii,57,Away,,Win,34,1.47,0.00,Non Division 1
11/14/2015,Eureka,Away,51,Loyola (IL),84,Home,,Loss,-33,0.00,-0.91,Non Division 1
11/14/2015,Loyola (IL),Home,84,Eureka,51,Away,,Win,33,-0.91,0.00,Non Division 1
11/14/2015,Lipscomb,Neutral,65,Milwaukee,71,,Neutral Site,Loss,-6,-3.00,6.88,Division 1
11/14/2015,Milwaukee,Neutral,71,Lipscomb,65,,Neutral Site,Win,6,6.88,-3.00,Division 1
11/14/2015,Brigham Young-Hawaii,Away,57,Long Beach State,91,Home,,Loss,-34,0.00,1.47,Non Division 1
11/14/2015,Southern Mississippi,Away,49,Memphis,67,Home,,Loss,-18,-6.17,6.40,Division 1
11/14/2015,Grambling,Away,85,Mid-Atlantic Christian,26,Home,,Win,59,-6.00,0.00,Non Division 1
11/14/2015,Mid-Atlantic Christian,Home,26,Grambling,85,Away,,Loss,-59,0.00,-6.00,Non Division 1
11/14/2015,Howard,Away,79,Massachusetts,85,Home,,Loss,-6,-3.64,-2.31,Division 1
11/14/2015,Massachusetts,Home,85,Howard,79,Away,,Win,6,-2.31,-3.64,Division 1
11/14/2015,Memphis,Home,67,Southern Mississippi,49,Away,,Win,18,6.40,-6.17,Division 1
11/14/2015,Radford,Away,82,Georgetown,80,Home,,Win,2,0.58,1.79,Division 1
11/14/2015,Kent State,Home,79,Youngstown State,70,Away,,Win,9,1.79,-7.66,Division 1
11/14/2015,Youngstown State,Away,70,Kent State,79,Home,,Loss,-9,-7.66,1.79,Division 1
11/14/2015,Averett,Away,59,East Tennessee State,107,Home,,Loss,-48,0.00,4.24,Non Division 1
11/14/2015,East Tennessee State,Home,107,Averett,59,Away,,Win,48,4.24,0.00,Non Division 1
11/14/2015,Georgetown,Home,80,Radford,82,Away,,Loss,-2,1.79,0.58,Division 1
11/14/2015,Towson,Away,76,La Salle,78,Home,,Loss,-2,4.66,-9.97,Division 1
11/14/2015,Baptist Bible (PA),Away,52,Liberty,90,Home,,Loss,-38,0.00,-3.69,Non Division 1
11/14/2015,Liberty,Home,90,Baptist Bible (PA),52,Away,,Win,38,-3.69,0.00,Non Division 1
11/14/2015,Kentucky,Home,87,NJIT,57,Away,,Win,30,11.41,0.94,Division 1
11/14/2015,NJIT,Away,57,Kentucky,87,Home,,Loss,-30,0.94,11.41,Division 1
11/14/2015,La Salle,Home,78,Towson,76,Away,,Win,2,-9.97,4.66,Division 1
11/15/2015,Howard,Away,70,Rutgers,82,Home,,Loss,-12,-3.64,-12.66,Division 1
11/15/2015,Rutgers,Home,82,Howard,70,Away,,Win,12,-12.66,-3.64,Division 1
11/15/2015,Stetson,Away,85,Richmond,108,Home,,Loss,-23,-2.29,2.72,Division 1
11/15/2015,Vermont,Away,79,Purdue,107,Home,,Loss,-28,4.50,13.15,Division 1
11/15/2015,Richmond,Home,108,Stetson,85,Away,,Win,23,2.72,-2.29,Division 1
11/15/2015,Niagara,Away,62,Saint Joseph's,73,Home,,Loss,-11,-7.55,7.68,Division 1
11/15/2015,Milwaukee,Away,71,Santa Clara,65,Home,,Win,6,6.88,-6.10,Division 1
11/15/2015,Santa Clara,Home,65,Milwaukee,71,Away,,Loss,-6,-6.10,6.88,Division 1
11/15/2015,Saint Louis,Home,85,Hartford,68,Away,,Win,17,-6.22,-7.64,Division 1
11/15/2015,Saint Joseph's,Home,73,Niagara,62,Away,,Win,11,7.68,-7.55,Division 1
11/15/2015,Hartford,Away,68,Saint Louis,85,Home,,Loss,-17,-7.64,-6.22,Division 1
11/15/2015,South Alabama,Away,70,North Carolina State,88,Home,,Loss,-18,-3.94,0.79,Division 1
11/15/2015,Northern Illinois,Home,65,Wright State,59,Away,,Win,6,5.15,2.74,Division 1
11/15/2015,North Carolina State,Home,88,South Alabama,70,Away,,Win,18,0.79,-3.94,Division 1
11/15/2015,Fairfield,Away,65,North Carolina,92,Home,,Loss,-27,-0.25,12.76,Division 1
11/15/2015,North Carolina,Home,92,Fairfield,65,Away,,Win,27,12.76,-0.25,Division 1
11/15/2015,Wright State,Away,59,Northern Illinois,65,Home,,Loss,-6,2.74,5.15,Division 1
11/15/2015,Pennsylvania,Home,77,Central Connecticut State,61,Away,,Win,16,-3.64,-13.10,Division 1
11/15/2015,Purdue,Home,107,Vermont,79,Away,,Win,28,13.15,4.50,Division 1
11/15/2015,Central Connecticut State,Away,61,Pennsylvania,77,Home,,Loss,-16,-13.10,-3.64,Division 1
11/15/2015,Mount St. Mary's,Away,54,Ohio State,76,Home,,Loss,-22,-1.94,2.42,Division 1
11/15/2015,Ohio State,Home,76,Mount St. Mary's,54,Away,,Win,22,2.42,-1.94,Division 1
11/15/2015,Iona,Away,58,Valparaiso,83,Home,,Loss,-25,5.94,13.56,Division 1
11/15/2015,Valparaiso,Home,83,Iona,58,Away,,Win,25,13.56,5.94,Division 1
11/15/2015,UCLA,Home,88,Cal Poly,83,Away,,Win,5,0.78,-2.80,Division 1
11/15/2015,Troy,Home,97,Reinhardt,82,Away,,Win,15,-6.00,0.00,Non Division 1
11/15/2015,Cal Poly,Away,83,UCLA,88,Home,,Loss,-5,-2.80,0.78,Division 1
11/15/2015,North Carolina-Asheville,Away,81,Western Carolina,90,Home,,Loss,-9,8.15,-0.18,Division 1
11/15/2015,Siena,Away,65,Wisconsin,92,Home,,Loss,-27,5.38,4.27,Division 1
11/15/2015,Wisconsin,Home,92,Siena,65,Away,,Win,27,4.27,5.38,Division 1
11/15/2015,Western Illinois,Home,94,Hannibal-LaGrange,57,Away,,Win,37,-0.37,0.00,Non Division 1
11/15/2015,Western Carolina,Home,90,North Carolina-Asheville,81,Away,,Win,9,-0.18,8.15,Division 1
11/15/2015,Hannibal-LaGrange,Away,57,Western Illinois,94,Home,,Loss,-37,0.00,-0.37,Non Division 1
11/15/2015,Wagner,Away,59,Seton Hall,69,Home,,Loss,-10,6.53,7.06,Division 1
11/15/2015,Cal State Northridge,Neutral,72,South Dakota,76,,Neutral Site,Loss,-4,-3.93,-2.94,Division 1
11/15/2015,Seton Hall,Home,69,Wagner,59,Away,,Win,10,7.06,6.53,Division 1
11/15/2015,Sacramento State,Away,77,Seattle,65,Home,,Win,12,-0.87,-1.73,Division 1
11/15/2015,Seattle,Home,65,Sacramento State,77,Away,,Loss,-12,-1.73,-0.87,Division 1
11/15/2015,South Dakota,Neutral,76,Cal State Northridge,72,,Neutral Site,Win,4,-2.94,-3.93,Division 1
11/15/2015,Stanford,Home,93,Charleston Southern,59,Away,,Win,34,-0.77,-3.57,Division 1
11/15/2015,Reinhardt,Away,82,Troy,97,Home,,Loss,-15,0.00,-6.00,Non Division 1
11/15/2015,Charleston Southern,Away,59,Stanford,93,Home,,Loss,-34,-3.57,-0.77,Division 1
11/15/2015,Florida A&M,Away,51,Southern Illinois,81,Home,,Loss,-30,-9.14,4.09,Division 1
11/15/2015,Southern Illinois,Home,81,Florida A&M,51,Away,,Win,30,4.09,-9.14,Division 1
11/15/2015,Evansville,Home,80,Southeast Missouri State,65,Away,,Win,15,8.97,-10.62,Division 1
11/15/2015,Southeast Missouri State,Away,65,Evansville,80,Home,,Loss,-15,-10.62,8.97,Division 1
11/15/2015,George Fox,Away,64,Eastern Washington,126,Home,,Loss,-62,0.00,5.00,Non Division 1
11/15/2015,Texas-San Antonio,Away,45,Clemson,78,Home,,Loss,-33,-11.72,5.16,Division 1
11/15/2015,Eastern Washington,Home,126,George Fox,64,Away,,Win,62,5.00,0.00,Non Division 1
11/15/2015,Florida State,Home,109,Nicholls State,62,Away,,Win,47,4.48,-8.82,Division 1
11/15/2015,High Point,Home,93,North Carolina Wesleyan,69,Away,,Win,24,7.65,0.00,Non Division 1
11/15/2015,North Carolina Wesleyan,Away,69,High Point,93,Home,,Loss,-24,0.00,7.65,Non Division 1
11/15/2015,Hawaii,Neutral,74,Coastal Carolina,63,,Neutral Site,Win,11,11.09,7.38,Division 1
11/15/2015,Nicholls State,Away,62,Florida State,109,Home,,Loss,-47,-8.82,4.48,Division 1
11/15/2015,Coastal Carolina,Neutral,63,Hawaii,74,,Neutral Site,Loss,-11,7.38,11.09,Division 1
11/15/2015,Wake Forest,Away,90,Bucknell,82,Home,,Win,8,-4.88,5.67,Division 1
11/15/2015,UC-Davis,Home,79,Portland,66,Away,,Win,13,-2.20,-2.16,Division 1
11/15/2015,Bucknell,Home,82,Wake Forest,90,Away,,Loss,-8,5.67,-4.88,Division 1
11/15/2015,Army,Away,75,Binghamton,60,Home,,Win,15,2.47,-7.73,Division 1
11/15/2015,Binghamton,Home,60,Army,75,Away,,Loss,-15,-7.73,2.47,Division 1
11/15/2015,Portland,Away,66,UC-Davis,79,Home,,Loss,-13,-2.16,-2.20,Division 1
11/15/2015,Robert Morris,Away,44,Cincinnati,106,Home,,Loss,-62,-5.78,10.31,Division 1
11/15/2015,Clemson,Home,78,Texas-San Antonio,45,Away,,Win,33,5.16,-11.72,Division 1
11/15/2015,Cincinnati,Home,106,Robert Morris,44,Away,,Win,62,10.31,-5.78,Division 1
11/15/2015,UC-Irvine,Home,77,Loyola Marymount,53,Away,,Win,24,5.21,-3.58,Division 1
11/15/2015,Loyola Marymount,Away,53,UC-Irvine,77,Home,,Loss,-24,-3.58,5.21,Division 1
11/15/2015,Missouri-Kansas City,Home,73,William Jewell,59,Away,,Win,14,-2.84,0.00,Non Division 1
11/15/2015,William Jewell,Away,59,Missouri-Kansas City,73,Home,,Loss,-14,0.00,-2.84,Non Division 1
11/15/2015,Missouri,Home,73,Maryland-Eastern Shore,55,Away,,Win,18,-4.39,-6.91,Division 1
11/15/2015,Minnesota,Home,67,Louisiana-Monroe,56,Away,,Win,11,-6.00,3.39,Division 1
11/15/2015,Maryland-Eastern Shore,Away,55,Missouri,73,Home,,Loss,-18,-6.91,-4.39,Division 1
11/15/2015,Nebraska-Omaha,Home,104,Saint Mary's (MN),58,Away,,Win,46,3.81,0.00,Non Division 1
11/15/2015,New Mexico,Away,83,New Mexico State,74,Home,,Win,9,2.63,8.52,Division 1
11/15/2015,New Mexico State,Home,74,New Mexico,83,Away,,Loss,-9,8.52,2.63,Division 1
11/15/2015,Nevada,Neutral,83,Montana State,62,,Neutral Site,Win,21,2.82,-1.35,Division 1
11/15/2015,Saint Mary's (MN),Away,58,Nebraska-Omaha,104,Home,,Loss,-46,0.00,3.81,Non Division 1
11/15/2015,Montana State,Neutral,62,Nevada,83,,Neutral Site,Loss,-21,-1.35,2.82,Division 1
11/15/2015,Iowa,Home,103,Coppin State,68,Away,,Win,35,9.39,-8.29,Division 1
11/15/2015,Fort Valley State,Away,68,Jacksonville State,81,Home,,Loss,-13,0.00,-4.32,Non Division 1
11/15/2015,Coppin State,Away,68,Iowa,103,Home,,Loss,-35,-8.29,9.39,Division 1
11/15/2015,Illinois,Home,80,North Dakota State,74,Away,,Win,6,-2.65,4.30,Division 1
11/15/2015,North Dakota State,Away,74,Illinois,80,Home,,Loss,-6,4.30,-2.65,Division 1
11/15/2015,Jacksonville State,Home,81,Fort Valley State,68,Away,,Win,13,-4.32,0.00,Non Division 1
11/15/2015,Lipscomb,Neutral,69,Denver,82,,Neutral Site,Loss,-13,-3.00,-0.10,Division 1
11/15/2015,Louisiana-Monroe,Away,56,Minnesota,67,Home,,Loss,-11,3.39,-6.00,Division 1
11/15/2015,Denver,Neutral,82,Lipscomb,69,,Neutral Site,Win,13,-0.10,-3.00,Division 1
11/15/2015,Lafayette,Home,87,Saint Peter's,86,Away,,Win,1,-9.00,-0.70,Division 1
11/15/2015,Saint Peter's,Away,86,Lafayette,87,Home,,Loss,-1,-0.70,-9.00,Division 1
11/16/2015,Tennessee State,Away,67,Ohio,75,Home,,Loss,-8,4.80,3.85,Division 1
11/16/2015,Ohio,Home,75,Tennessee State,67,Away,,Win,8,3.85,4.80,Division 1
11/16/2015,Arkansas-Pine Bluff,Away,72,Oklahoma State,86,Home,,Loss,-14,-13.79,-0.63,Division 1
11/16/2015,Buffalo,Away,58,Old Dominion,77,Home,,Loss,-19,2.69,6.66,Division 1
11/16/2015,Oklahoma State,Home,86,Arkansas-Pine Bluff,72,Away,,Win,14,-0.63,-13.79,Division 1
11/16/2015,North Texas,Home,110,Texas College,61,Away,,Win,49,-3.72,0.00,Non Division 1
11/16/2015,Texas-Rio Grande Valley,Away,84,North Florida,106,Home,,Loss,-22,-11.23,5.76,Division 1
11/16/2015,Texas College,Away,61,North Texas,110,Home,,Loss,-49,0.00,-3.72,Non Division 1
11/16/2015,Northwestern State,Home,97,Louisiana State-Alexandria,99,Away,,Loss,-2,-6.75,0.00,Non Division 1
11/16/2015,Louisiana State-Alexandria,Away,99,Northwestern State,97,Home,,Win,2,0.00,-6.75,Non Division 1
11/16/2015,Portland State,Home,105,Pacific Lutheran,60,Away,,Win,45,-0.03,0.00,Non Division 1
11/16/2015,Pacific Lutheran,Away,60,Portland State,105,Home,,Loss,-45,0.00,-0.03,Non Division 1
11/16/2015,Presbyterian,Home,74,South Carolina Upstate,73,Away,,Win,1,-5.35,-5.63,Division 1
11/16/2015,Manhattan,Away,63,Saint Mary's (CA),89,Home,,Loss,-26,-4.35,13.94,Division 1
11/16/2015,South Carolina Upstate,Away,73,Presbyterian,74,Home,,Loss,-1,-5.63,-5.35,Division 1
11/16/2015,Baylor,Away,67,Oregon,74,Home,,Loss,-7,7.91,9.71,Division 1
11/16/2015,Old Dominion,Home,77,Buffalo,58,Away,,Win,19,6.66,2.69,Division 1
11/16/2015,Oregon,Home,74,Baylor,67,Away,,Win,7,9.71,7.91,Division 1
11/16/2015,San Diego Christian,Away,49,Pepperdine,91,Home,,Loss,-42,0.00,2.23,Non Division 1
11/16/2015,Pepperdine,Home,91,San Diego Christian,49,Away,,Win,42,2.23,0.00,Non Division 1
11/16/2015,Michigan,Home,88,Elon,68,Away,,Win,20,6.82,0.50,Division 1
11/16/2015,Elon,Away,68,Michigan,88,Home,,Loss,-20,0.50,6.82,Division 1
